INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/handlers/wsgi.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/config.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/csrf.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:17:18,455 autoreload File /usr/local/lib/python3.12/tokenize.py first seen with mtime 1724146130.5117757
DEBUG 2025-02-20 04:17:18,455 autoreload File /usr/local/lib/python3.12/sqlite3/__init__.py first seen with mtime 1724146130.891784
DEBUG 2025-02-20 04:17:18,455 autoreload File /usr/local/lib/python3.12/weakref.py first seen with mtime 1724146130.5197759
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/expressions.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/signals.py first seen with mtime 1736311827.4159265
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/servers/__init__.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/operations.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/management/base.py first seen with mtime 1736311827.4219263
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/enums.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:17:18,455 autoreload File /usr/local/lib/python3.12/asyncio/exceptions.py first seen with mtime 1724146130.5317762
DEBUG 2025-02-20 04:17:18,455 autoreload File /usr/local/lib/python3.12/ipaddress.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:17:18,455 autoreload File /usr/local/lib/python3.12/pathlib.py first seen with mtime 1724146130.4677746
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/__init__.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/cli.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/api/serializers.py first seen with mtime 1740025015.5775037
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/functions/text.py first seen with mtime 1736311827.438926
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/fields.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/common.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:17:18,455 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/__init__.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:17:18,456 autoreload File /usr/local/lib/python3.12/importlib/_abc.py first seen with mtime 1724146130.7717814
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/move.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/templatetags/__init__.py first seen with mtime 1736314502.071547
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/model_meta.py first seen with mtime 1736314502.073547
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/translation/reloader.py first seen with mtime 1736311827.4589257
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/mail/message.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/generic/dates.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:17:18,456 autoreload File /usr/local/lib/python3.12/socketserver.py first seen with mtime 1724146130.4957752
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/migration.py first seen with mtime 1736311827.4329262
DEBUG 2025-02-20 04:17:18,456 autoreload File /usr/local/lib/python3.12/lib-dynload/array.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2199435
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/tokens.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/views/decorators.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/log.py first seen with mtime 1736311827.4579258
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/views.py first seen with mtime 1736314502.055547
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/conf/locale/__init__.py first seen with mtime 1736311827.0579326
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/search.py first seen with mtime 1736311827.3349278
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/module_loading.py first seen with mtime 1736311827.4579258
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/html.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/models.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/base.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/http/cookie.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/cache.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/urls/converters.py first seen with mtime 1736311827.4549258
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/boundfield.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/permissions.py first seen with mtime 1736314502.039547
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/handlers/asgi.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/proxy.py first seen with mtime 1736311827.4369261
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/apps.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/__init__.py first seen with mtime 1736311827.332928
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/__init__.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:17:18,456 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1736311827.2069302
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/_sysconfigdata__linux_x86_64-linux-gnu.py first seen with mtime 1724146132.4198172
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/base_user.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/static.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/debug.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/email/base64mime.py first seen with mtime 1724146130.5797772
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/apps.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/checks.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/re/_parser.py first seen with mtime 1724146130.8877838
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/__init__.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/functional.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admindocs/views.py first seen with mtime 1736311827.1819305
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/asyncio/streams.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/timesince.py first seen with mtime 1736311827.4589257
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/lib-dynload/zlib.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2679446
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/password_validation.py first seen with mtime 1736311827.2069302
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/asyncio/timeouts.py first seen with mtime 1724146130.5437763
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/concurrent/futures/thread.py first seen with mtime 1724146130.5557766
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1736311827.336928
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/operations/special.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/generators.py first seen with mtime 1736314502.0545468
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/reprlib.py first seen with mtime 1724146130.4837751
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/__init__.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/asyncio/sslproto.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/urlpatterns.py first seen with mtime 1736314502.0425467
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/inspect.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1736311827.2369297
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/getpass.py first seen with mtime 1724146130.4477742
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/lib-dynload/unicodedata.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2999454
DEBUG 2025-02-20 04:17:18,457 autoreload File /usr/local/lib/python3.12/token.py first seen with mtime 1724146130.5117757
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/humanize_datetime.py first seen with mtime 1736314502.072547
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loader.py first seen with mtime 1736311827.4509258
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/ipv6.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/templatetags/__init__.py first seen with mtime 1736311827.452926
DEBUG 2025-02-20 04:17:18,457 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/authentication.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/functools.py first seen with mtime 1724146130.4437742
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/lib-dynload/_sha2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2759447
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/__init__.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/connection.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/constraints.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/http/__init__.py first seen with mtime 1724146130.6917796
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/utils.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/venv/__init__.py first seen with mtime 1724146130.9437852
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/base.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/platform.py first seen with mtime 1724146130.4717748
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/numbers.py first seen with mtime 1724146130.4637747
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/async_checks.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/functions/comparison.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/aggregates.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/lib-dynload/_bisect.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2239437
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/urllib/request.py first seen with mtime 1724146130.9437852
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/backends/base.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/lib-dynload/_pickle.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.235944
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1736311827.438926
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/linecache.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/datastructures.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/_weakrefset.py first seen with mtime 1724146130.4157736
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/lib-dynload/_statistics.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2559443
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/handlers/exception.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/creation.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loaders/base.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/importlib/__init__.py first seen with mtime 1724146130.7717814
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/hashable.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/validators.py first seen with mtime 1736314502.0425467
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/management/commands/runserver.py first seen with mtime 1736311827.4239264
DEBUG 2025-02-20 04:17:18,458 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/schema.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/http/server.py first seen with mtime 1724146130.6957796
DEBUG 2025-02-20 04:17:18,458 autoreload File /usr/local/lib/python3.12/email/mime/__init__.py first seen with mtime 1724146130.5917773
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/html.py first seen with mtime 1736314502.072547
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/__init__.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/indexes.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/formatter.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/__init__.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/validators.py first seen with mtime 1736311827.3349278
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/decorators.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/http/client.py first seen with mtime 1724146130.6957796
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/asyncio/log.py first seen with mtime 1724146130.5357761
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/pkgutil.py first seen with mtime 1724146130.4717748
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/asgiref/__init__.py first seen with mtime 1736311827.0209332
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/templatetags/l10n.py first seen with mtime 1736311827.452926
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/contextlib.py first seen with mtime 1724146130.431774
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/base.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/operator.py first seen with mtime 1724146130.4677746
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/asyncio/base_tasks.py first seen with mtime 1724146130.527776
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/email/quoprimime.py first seen with mtime 1724146130.5877774
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/__init__.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/urls/__init__.py first seen with mtime 1736311827.4539258
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/settings.py first seen with mtime 1736314502.0415468
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/email/feedparser.py first seen with mtime 1724146130.5837772
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/apps.py first seen with mtime 1736311827.332928
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/security/csrf.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/csrf.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/fnmatch.py first seen with mtime 1724146130.4437742
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/actions.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/files.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:17:18,459 autoreload File /usr/local/lib/python3.12/json/decoder.py first seen with mtime 1724146130.7957819
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:17:18,459 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/output.py first seen with mtime 1736311826.9929338
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/lib-dynload/termios.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3239458
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1736311827.373927
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/operations/base.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/lib-dynload/_heapq.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2279437
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/mimetypes.py first seen with mtime 1724146130.4597745
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/checks.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/database.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/tempfile.py first seen with mtime 1724146130.5077755
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/watchmate/watchmate/settings.py first seen with mtime 1740024141.4216843
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loaders/app_directories.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/__init__.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/storage/filesystem.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/asyncio/mixins.py first seen with mtime 1724146130.5357761
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/timezone.py first seen with mtime 1736311827.4589257
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1736311827.4189265
